"","V1","V2","V3","V4","V5","V6","V7","V8","V9","ID"
"VOZRHMOS","J45164","1","ST","T0","B0","0120","ZOZOW1T-6047","APATM.flitered","APATM","VOZRHMOS"
"JSRJGRVJ","J45165","1","ST","T0","B0","0120","ZOZOW1T-6047-1","APATM.flitered","APATM","JSRJGRVJ"
"TJZBEEJU","J45166","1","ST","T0","B0","0120","ZOZOW1T-6047-4","APATM.flitered","APATM","TJZBEEJU"
"SIJTHZGY","J45167","1","ST","T0","B0","0120","ZOZOW1T-7012-1","APATM.flitered","APATM","SIJTHZGY"
"CMNZILIV","J45168","1","ST","T0","B0","0120","ZOZOW1T-7015-2","APATM.flitered","APATM","CMNZILIV"
"BUXOIBDB","J45169","1","ST","T0","B0","0120","ZOZOW1T-7016-2","APATM.flitered","APATM","BUXOIBDB"
"AHKSOEYT","J45170","1","ST","T0","B0","0120","ZOZOW1T-7017-1","APATM.flitered","APATM","AHKSOEYT"
"FMZBELRX","J45171","1","ST","T0","B0","0120","ZOZOW1T-7018-2","APATM.flitered","APATM","FMZBELRX"
"LFQFPGTB","J45172","1","ST","T0","B0","0120","ZOZOW1T-7020-1","APATM.flitered","APATM","LFQFPGTB"
"SDMXIYLE","J45173","1","ST","T0","B0","0120","ZOZOW1T-7024-1","APATM.flitered","APATM","SDMXIYLE"
"KBKNYRSJ","J45174","1","ST","T0","B0","0120","ZOZOW1T-7024-3","APATM.flitered","APATM","KBKNYRSJ"
"UTGCKTDA","J45175","1","ST","T0","B0","0120","ZOZOW1T-1025","APATM.flitered","APATM","UTGCKTDA"
"OJCUDOZE","J45176","1","ST","T0","B0","0120","ZOZOW1T-4026-4","APATM.flitered","APATM","OJCUDOZE"
"VJYIUGCA","J45177","1","ST","T0","B0","0120","ZOZOW1T-6041-3","APATM.flitered","APATM","VJYIUGCA"
"MXEXZACG","J45178","1","ST","T0","B0","0120","ZOZOW1T-6041-4","APATM.flitered","APATM","MXEXZACG"
"KJRMQUBX","J45179","1","ST","T0","B0","0120","ZOZOW1T-6046-3","APATM.flitered","APATM","KJRMQUBX"
"KFLKQQMR","J45180","1","ST","T0","B0","0120","ZOZOW1T-7011-2","APATM.flitered","APATM","KFLKQQMR"
"HUCYFBRE","J45181","1","ST","T0","B0","0120","ZOZOW1T-7015-1","APATM.flitered","APATM","HUCYFBRE"
"YZEVNNOJ","J45182","1","ST","T0","B0","0120","ZOZOW1T-7016-3","APATM.flitered","APATM","YZEVNNOJ"
"ZHBVZEKH","J45183","1","ST","T0","B0","0120","ZOZOW1T-7018-1","APATM.flitered","APATM","ZHBVZEKH"
"XPCJLWPR","J45184","1","ST","T0","B0","0120","ZOZOW1T-7018-3","APATM.flitered","APATM","XPCJLWPR"
"YQDLZQKN","J45185","1","ST","T0","B0","0120","ZOZOW1T-7023-2","APATM.flitered","APATM","YQDLZQKN"
"CPNECSYK","J45186","1","ST","T0","B0","0120","ZOZOW1T-7024-2","APATM.flitered","APATM","CPNECSYK"
"VNMTYQGT","J45187","1","ST","T0","B0","0120","ZOZOW1T-6042","APAJ2.flitered","APAJ2","VNMTYQGT"
"YJPIYXOS","J45188","1","ST","T0","B0","0120","ZOZOW1T-6043","APAJ2.flitered","APAJ2","YJPIYXOS"
"KENZLMGU","J45189","1","ST","T0","B0","0120","ZOZOW1T-6044","APAJ2.flitered","APAJ2","KENZLMGU"
"RKOCDDNL","J45190","1","ST","T0","B0","0120","ZOZOW1T-6045","APAJ2.flitered","APAJ2","RKOCDDNL"
"GGJEEPCC","J45191","1","ST","T0","B0","0120","ZOZOW1T-6046","APAJ2.flitered","APAJ2","GGJEEPCC"
"YUGGXDNF","J45192","1","ST","T0","B0","0120","ZOZOW1T-7011","APAJ2.flitered","APAJ2","YUGGXDNF"
"ATTFYWNV","J45193","1","ST","T0","B0","0120","ZOZOW1T-7012A","APAJ2.flitered","APAJ2","ATTFYWNV"
"IKZJKTVP","J45194","1","ST","T0","B0","0120","ZOZOW1T-7013A","APAJ2.flitered","APAJ2","IKZJKTVP"
"VIKDGDYK","J45195","1","ST","T0","B0","0120","ZOZOW1T-7014","APAJ2.flitered","APAJ2","VIKDGDYK"
"QNGBNSFF","J45196","1","ST","T0","B0","0120","ZOZOW1T-7015","APAJ2.flitered","APAJ2","QNGBNSFF"
"AIINRVXT","J45197","1","ST","T0","B0","0120","ZOZOW1T-7016","APAJ2.flitered","APAJ2","AIINRVXT"
"RDRRSIFK","J45198","1","ST","T0","B0","0120","ZOZOW1T-7017","APAJ2.flitered","APAJ2","RDRRSIFK"
"MLPLJFCG","J45199","1","ST","T0","B0","0120","ZOZOW1T-7018","APAJ2.flitered","APAJ2","MLPLJFCG"
"JQUAIETY","J45200","1","ST","T0","B0","0120","ZOZOW1T-7020","APAJ2.flitered","APAJ2","JQUAIETY"
"IBYYJHFE","J45201","1","ST","T0","B0","0120","ZOZOW1T-6021-3","APATM.flitered","APATM","IBYYJHFE"
"JIDWXTZI","J45202","1","ST","T0","B0","0120","ZOZOW1T-86","APATM.flitered","APATM","JIDWXTZI"
"ZODBQGMF","J45203","1","ST","T0","B0","0120","ZOZOW1T-4025-3","APATM.flitered","APATM","ZODBQGMF"
"CDPXBAEH","J45204","1","ST","T0","B0","0120","ZOZOW1T-4025-5","APATM.flitered","APATM","CDPXBAEH"
"DVFEMIVI","J45205","1","ST","T0","B0","0120","ZOZOW1T-4026-1","APATM.flitered","APATM","DVFEMIVI"
"QUWZZJNB","J45206","1","ST","T0","B0","0120","ZOZOW1T-4026-5","APATM.flitered","APATM","QUWZZJNB"
"QPXADMTM","J45207","1","ST","T0","B0","0120","ZOZOW1T-E11-1A","APATM.flitered","APATM","QPXADMTM"
"UYUFKDEM","J45208","1","ST","T0","B0","0120","ZOZOW1T-6041-1","APATM.flitered","APATM","UYUFKDEM"
"DENUEPCL","J45209","1","ST","T0","B0","0120","ZOZOW1T-6041-2","APATM.flitered","APATM","DENUEPCL"
"GRHLJJCD","J45210","1","ST","T0","B0","0120","ZOZOW1T-6041-5","APATM.flitered","APATM","GRHLJJCD"
"VSKKQYCM","J45211","1","ST","T0","B0","0120","ZOZOW1T-6042-1","APATM.flitered","APATM","VSKKQYCM"
"OBPWWWVH","J45212","1","ST","T0","B0","0120","ZOZOW1T-6042-1-1","APATM.flitered","APATM","OBPWWWVH"
"XBKZYULE","J45213","1","ST","T0","B0","0120","ZOZOW1T-6042-2","APATM.flitered","APATM","XBKZYULE"
"UCTZLFJN","J45214","1","ST","T0","B0","0120","ZOZOW1T-6047-3","APATM.flitered","APATM","UCTZLFJN"
"HQUDYAJZ","J45215","1","ST","T0","B0","0120","ZOZOW1T-7011-1","APATM.flitered","APATM","HQUDYAJZ"
"XOMNFVZW","J45216","1","ST","T0","B0","0120","ZOZOW1T-7012B","APATM.flitered","APATM","XOMNFVZW"
"OGFFWLYE","J45217","1","ST","T0","B0","0120","ZOZOW1T-7013B","APATM.flitered","APATM","OGFFWLYE"
"PRZTMSTC","J45218","1","ST","T0","B0","0120","ZOZOW1T-7014-1","APATM.flitered","APATM","PRZTMSTC"
"TPDQRXIJ","J45219","1","ST","T0","B0","0120","ZOZOW1T-7016-1","APATM.flitered","APATM","TPDQRXIJ"
"NRITQTFK","J45220","1","ST","T0","B0","0120","ZOZOW1T-6031","APATM.flitered","APATM","NRITQTFK"
"IKBPSIFG","J45221","1","ST","T0","B0","0120","ZOZOW1T-6032A","APATM.flitered","APATM","IKBPSIFG"
"QWLIZLEL","J45222","1","ST","T0","B0","0120","ZOZOW1T-6032-1","APATM.flitered","APATM","QWLIZLEL"
"SJHAFPJT","J45223","1","ST","T0","B0","0120","ZOZOW1T-6033-2A","APATM.flitered","APATM","SJHAFPJT"
"LQTIZAGF","J45224","1","ST","T0","B0","0120","ZOZOW1T-6033-2B","APATM.flitered","APATM","LQTIZAGF"
"LOOVGXRA","J45225","1","ST","T0","B0","0120","ZOZOW1T-6033-4","APATM.flitered","APATM","LOOVGXRA"
"ETNOCBMH","J45226","1","ST","T0","B0","0120","ZOZOW1T-6034A","APATM.flitered","APATM","ETNOCBMH"
"TREXXPQT","J45227","1","ST","T0","B0","0120","ZOZOW1T-6037","APATM.flitered","APATM","TREXXPQT"
"NPYLEOGN","J45228","1","ST","T0","B0","0120","ZOZOW1T-6037-1","APATM.flitered","APATM","NPYLEOGN"
"ICIJFFWS","J45229","1","ST","T0","B0","0120","ZOZOW1T-6037-3","APATM.flitered","APATM","ICIJFFWS"
"TKXFJMTT","J45230","1","ST","T0","B0","0120","ZOZOW1T-1021","APATM.flitered","APATM","TKXFJMTT"
"FGCBPACF","J45231","1","ST","T0","B0","0120","ZOZOW1T-1022","APATM.flitered","APATM","FGCBPACF"
"SDPAVQEF","J45232","1","ST","T0","B0","0120","ZOZOW1T-1022-1","APATM.flitered","APATM","SDPAVQEF"
"EKCBADVY","J45233","1","ST","T0","B0","0120","ZOZOW1T-1023","APATM.flitered","APATM","EKCBADVY"
"VPWVPVUV","J45234","1","ST","T0","B0","0120","ZOZOW1T-1024-1","APATM.flitered","APATM","VPWVPVUV"
"GTZTYAJV","J45235","1","ST","T0","B0","0120","ZOZOW1T-4021","APATM.flitered","APATM","GTZTYAJV"
"HGFCBVJO","J45236","1","ST","T0","B0","0120","ZOZOW1T-4021.1A","B86HB.flitered","B86HB","HGFCBVJO"
"DKFKGZDI","J45237","1","ST","T0","B0","0120","ZOZOW1T-4021-1B","APATM.flitered","APATM","DKFKGZDI"
"RVRIPIYW","J45238","1","ST","T0","B0","0120","ZOZOW1T-6027-4","APAJ2.flitered","APAJ2","RVRIPIYW"
"JWEIHERL","J45239","1","ST","T0","B0","0120","ZOZOW1T-86-1","APAJ2.flitered","APAJ2","JWEIHERL"
"QEEYEBHN","J45240","1","ST","T0","B0","0120","ZOZOW1T-6032B","APAJ2.flitered","APAJ2","QEEYEBHN"
"AJNTFRNP","J45241","1","ST","T0","B0","0120","ZOZOW1T-6032-2","APATM.flitered","APATM","AJNTFRNP"
"PWDUHHIY","J45242","1","ST","T0","B0","0120","ZOZOW1T-6034B","APAJ2.flitered","APAJ2","PWDUHHIY"
"ZTEOCLOU","J45243","1","ST","T0","B0","0120","ZOZOW1T-6035-1","APAJ2.flitered","APAJ2","ZTEOCLOU"
"RQZYXEJO","J45244","1","ST","T0","B0","0120","ZOZOW1T-6035-2","APAJ2.flitered","APAJ2","RQZYXEJO"
"OUGWXLCW","J45245","1","ST","T0","B0","0120","ZOZOW1T-6036-1","APAJ2.flitered","APAJ2","OUGWXLCW"
"SPVUNYMJ","J45246","1","ST","T0","B0","0120","ZOZOW1T-6037-2","APATM.flitered","APATM","SPVUNYMJ"
"WXCHSHMC","J45247","1","ST","T0","B0","0120","ZOZOW1T-6038","APAJ2.flitered","APAJ2","WXCHSHMC"
"UTAZKPOT","J45248","1","ST","T0","B0","0120","ZOZOW1T-6038-1","APAJ2.flitered","APAJ2","UTAZKPOT"
"SMUGHFTO","J45249","1","ST","T0","B0","0120","ZOZOW1T-4023","APAJ2.flitered","APAJ2","SMUGHFTO"
"XZQTITSL","J45250","1","ST","T0","B0","0120","ZOZOW1T-4023-1","APAJ2.flitered","APAJ2","XZQTITSL"
"HLTTBIXY","J45251","1","ST","T0","B0","0120","ZOZOW1T-4023-3","APAJ2.flitered","APAJ2","HLTTBIXY"
"MZCCADOB","J45252","1","ST","T0","B0","0120","ZOZOW1T-4024-1","APAJ2.flitered","APAJ2","MZCCADOB"
"QAPRNPRW","J45253","1","ST","T0","B0","0120","ZOZOW1T-4025-2","APAJ2.flitered","APAJ2","QAPRNPRW"
"HVGXQUNX","J45257","1","ST","T0","B0","0120","ZOZOW1T-6021-1","APAJ2.flitered","APAJ2","HVGXQUNX"
"EUBIHJBN","J45258","1","ST","T0","B0","0120","ZOZOW1T-6021-2","APAJ2.flitered","APAJ2","EUBIHJBN"
"YYZNZRUS","J45260","1","ST","T0","B0","0120","ZOZOW1T-6022-1","APATM.flitered","APATM","YYZNZRUS"
"IKHAAYSC","J45261","1","ST","T0","B0","0120","ZOZOW1T-6022-2","APATM.flitered","APATM","IKHAAYSC"
"EIUDCMZU","J45262","1","ST","T0","B0","0120","ZOZOW1T-695","APATM.flitered","APATM","EIUDCMZU"
"EVTPHVOO","J45264","1","ST","T0","B0","0120","ZOZOW1T-6023-1","APATM.flitered","APATM","EVTPHVOO"
"TQFJEMQX","J45265","1","ST","T0","B0","0120","ZOZOW1T-6023-2","APAJ2.flitered","APAJ2","TQFJEMQX"
"QHVVJHPR","J45266","1","ST","T0","B0","0120","ZOZOW1T-6024","APATM.flitered","APATM","QHVVJHPR"
"ZZXYIINS","J45267","1","ST","T0","B0","0120","ZOZOW1T-6024A","APAJ2.flitered","APAJ2","ZZXYIINS"
"VLCCAIHG","J45268","1","ST","T0","B0","0120","ZOZOW1T-6024B","APAJ2.flitered","APAJ2","VLCCAIHG"
"DGMFOVKC","J45269","1","ST","T0","B0","0120","ZOZOW1T-6025","APAJ2.flitered","APAJ2","DGMFOVKC"
"JLYZBFJW","J45270","1","ST","T0","B0","0120","ZOZOW1T-6026-2","APAJ2.flitered","APAJ2","JLYZBFJW"
"SABEPWVY","J45271","1","ST","T0","B0","0120","ZOZOW1T-6027-1","APATM.flitered","APATM","SABEPWVY"
"LDMAYZBM","J45272","1","ST","T0","B0","0120","ZOZOW1T-86-2","APAJ2.flitered","APAJ2","LDMAYZBM"
"RLBETYXE","J45273","1","ST","T0","B0","0120","ZOZOW1T-6031-1","APATM.flitered","APATM","RLBETYXE"
"AWMOJYHU","J45274","1","ST","T0","B0","0120","ZOZOW1T-6033","APATM.flitered","APATM","AWMOJYHU"
"QJVTWSUX","J45275","1","ST","T0","B0","0120","ZOZOW1T-6033-1","APATM.flitered","APATM","QJVTWSUX"
"XWJUGSJW","J45276","1","ST","T0","B0","0120","ZN9YTFN-09","APATM.flitered","APATM","XWJUGSJW"
"LZGLGNXT","J45277","1","ST","T0","B0","0120","ZN3TBJM-2034","APATM.flitered","APATM","LZGLGNXT"
"APONLPZF","J45280","1","ST","T0","B0","0120","ZTL5S2Y-04","APATM.flitered","APATM","APONLPZF"
"PDMHRJKS","J45281","1","ST","T0","B0","0120","ZRB0F6P-6021","APATM.flitered","APATM","PDMHRJKS"
"WLJUGUOP","J45282","1","ST","T0","B0","0120","ZRA5YD8-1021","APATM.flitered","APATM","WLJUGUOP"
"OUOERRJE","J45283","1","ST","T0","B0","0120","ZR3WH7V-6023","APATM.flitered","APATM","OUOERRJE"
"TUXDDMTQ","J45284","1","ST","T0","B0","0120","ZR3WH7V-6024","APATM.flitered","APATM","TUXDDMTQ"
"OAECNOWZ","J45285","1","ST","T0","B0","0120","ZR3WH7V-6025","APATM.flitered","APATM","OAECNOWZ"
"ZPJAEWLR","J45286","1","ST","T0","B0","0120","ZQMVU4Q-01","APATM.flitered","APATM","ZPJAEWLR"
"CIXOGYQF","J45287","1","ST","T0","B0","0120","ZOZOW1T-6025-1","APATM.flitered","APATM","CIXOGYQF"
"SVWVALBE","J45288","1","ST","T0","B0","0120","ZOZOW1T-6027-3","APATM.flitered","APATM","SVWVALBE"
"AZVQAXSU","J45307","1","ST","T0","B0","0120","ZVNCGHM-6022","APB4D.flitered","APB4D","AZVQAXSU"
"SZNULRVI","J45309","1","ST","T0","B0","0120","ZLPZS0H-05","APB4D.flitered","APB4D","SZNULRVI"
"CSBVCCDY","J45310","1","ST","T0","B0","0120","ZL63I8R-09","APB4D.flitered","APB4D","CSBVCCDY"
"MIFRGMMJ","J45313","1","ST","T0","B0","0120","ZNED4XZ-4015","APB4D.flitered","APB4D","MIFRGMMJ"
"VREWCDJW","J45315","1","ST","T0","B0","0120","ZNED4XZ-02","APB4D.flitered","APB4D","VREWCDJW"
"OPKLIBHZ","J45317","1","ST","T0","B0","0120","ZX52KVK-4011","APB4D.flitered","APB4D","OPKLIBHZ"
"WQDYAKTU","J45318","1","ST","T0","B0","0120","ZY9XQJP-01","APB4D.flitered","APB4D","WQDYAKTU"
"LUIUYYBS","J45319","1","ST","T0","B0","0120","ZX52KVK-4012","APB4D.flitered","APB4D","LUIUYYBS"
"VZLFLMEX","J45326","1","ST","T0","B0","0120","ZM8YXDM-02","APB4D.flitered","APB4D","VZLFLMEX"
"OIBRLWYG","J45327","1","ST","T0","B0","0120","ZNED4XZ-4013","APB4D.flitered","APB4D","OIBRLWYG"
"CHKECCXH","J45328","1","ST","T0","B0","0120","ZNED4XZ-01","APB4D.flitered","APB4D","CHKECCXH"
"TQZGAKHU","J45329","1","ST","T0","B0","0120","ZLPZS0H-06","APB4D.flitered","APB4D","TQZGAKHU"
"TNXOLUDA","J45333","1","ST","T0","B0","0120","ZYU89T9-02","APB4D.flitered","APB4D","TNXOLUDA"
"ATUYZFWD","J45334","1","ST","T0","B0","0120","ZXHCGKV-01","APB4D.flitered","APB4D","ATUYZFWD"
"UNUULFKV","J45335","1","ST","T0","B0","0120","ZX52KVK-4015","APB4D.flitered","APB4D","UNUULFKV"
"LBFWHLQA","J45336","1","ST","T0","B0","0120","ZNED4XZ-4011","APB4D.flitered","APB4D","LBFWHLQA"
"DUJFRUDA","J45337","1","ST","T0","B0","0120","ZL63I8R-06","APB4D.flitered","APB4D","DUJFRUDA"
"NUVTFXZS","J45339","1","ST","T0","B0","0120","ZYHHR4Z-01","APB4D.flitered","APB4D","NUVTFXZS"
"LATSMLSW","J45340","1","ST","T0","B0","0120","ZYU89T9-01","APB4D.flitered","APB4D","LATSMLSW"
"ABNOQALL","J45341","1","ST","T0","B0","0120","ZNED4XZ-4012","APB4D.flitered","APB4D","ABNOQALL"
"OSPPYOHT","J45347","1","ST","T0","B0","0120","ZXHCGKV-02","APB4D.flitered","APB4D","OSPPYOHT"
"ONLQMYJV","J45349","1","ST","T0","B0","0120","ZJTKAE3-2013","APB4D.flitered","APB4D","ONLQMYJV"
"HUXWRQQT","J45350","1","ST","T0","B0","0120","ZLTUJTN-2013","APB4D.flitered","APB4D","HUXWRQQT"
"ORYSCZCK","J45352","1","ST","T0","B0","0120","ZMBH10Z-05","APB4D.flitered","APB4D","ORYSCZCK"
"XBHYQYTR","J45353","1","ST","T0","B0","0120","ZLTUJTN-2012","APB4D.flitered","APB4D","XBHYQYTR"
"JFQOKNQP","J45354","1","ST","T0","B0","0120","ZWHMV5E-01","APB4D.flitered","APB4D","JFQOKNQP"
"XRHSCEVA","J45355","1","ST","T0","B0","0120","ZKVR426-2011","APB4D.flitered","APB4D","XRHSCEVA"
"SNAYBRZY","J45357","1","ST","T0","B0","0120","ZUPAQVU-01","APB4D.flitered","APB4D","SNAYBRZY"
"LQIOOKDN","J45362","1","ST","T0","B0","0120","ZY39SN0-3011","APB4D.flitered","APB4D","LQIOOKDN"
"FPTGRAIK","J45363","1","ST","T0","B0","0120","ZM8YXDM-03","APB4D.flitered","APB4D","FPTGRAIK"
"JCBWCBBF","J45371","1","ST","T0","B0","0120","ZX52KVK-01","APB4D.flitered","APB4D","JCBWCBBF"
"MOVZNCTB","J45372","1","ST","T0","B0","0120","ZY39SN0-02","APB4D.flitered","APB4D","MOVZNCTB"
"VACGQLWS","J45375","1","ST","T0","B0","0120","ZLTUJTN-2011","APB4D.flitered","APB4D","VACGQLWS"
"ZUYXJQHO","J45376","1","ST","T0","B0","0120","ZY39SN0-01","APB4D.flitered","APB4D","ZUYXJQHO"
"GMVOESZZ","J45378","1","ST","T0","B0","0120","ZL63I8R-04","APB4D.flitered","APB4D","GMVOESZZ"
"TKRZOSZR","J45380","1","ST","T0","B0","0120","ZV14SIB-01","APB4D.flitered","APB4D","TKRZOSZR"
"NRVWDFZO","J45382","1","ST","T0","B0","0120","ZK4CK8Y-07","APB4D.flitered","APB4D","NRVWDFZO"
"UXJUIEXB","J45388","1","ST","T0","B0","0120","ZLZQMEV-06","APB4D.flitered","APB4D","UXJUIEXB"
"CSEHNOKF","J45392","1","ST","T0","B0","0120","ZNED4XZ-4014","APB4D.flitered","APB4D","CSEHNOKF"
"XKNQMDOW","J45393","1","ST","T0","B0","0120","ZVTCAK9-01X","APB4D.flitered","APB4D","XKNQMDOW"
"POSPTWAT","J45395","1","ST","T0","B0","0120","ZVC4YUG-01","APB4D.flitered","APB4D","POSPTWAT"
"BGLKZARH","J45401","1","ST","T0","B0","0120","ZVC4YUG-02","APB4D.flitered","APB4D","BGLKZARH"
"FUPHIUXL","J45406","1","ST","T0","B0","0120","ZVGW5FI-01X","APB4D.flitered","APB4D","FUPHIUXL"
"SGBAYTBB","J45408","1","ST","T0","B0","0120","ZN9YTFN-04","APB4D.flitered","APB4D","SGBAYTBB"
"QXWOMUXA","J45411","1","ST","T0","B0","0120","ZVNCGHM-6021","APB4D.flitered","APB4D","QXWOMUXA"
"UNUKVFRT","J45420","1","ST","T0","B0","0120","ZN9TKCJ-02","APB4D.flitered","APB4D","UNUKVFRT"
"HIJCNQFE","J45423","1","ST","T0","B0","0120","ZY9XQJP-03","APB4D.flitered","APB4D","HIJCNQFE"
"YAQRCFQY","J45426","1","ST","T0","B0","0120","ZOBX723-02","APB4D.flitered","APB4D","YAQRCFQY"
"FBFFOBKH","J45427","1","ST","T0","B0","0120","ZOBX723-1023","APB4D.flitered","APB4D","FBFFOBKH"
"EQMOLOGG","J45429","1","ST","T0","B0","0120","ZVNCGHM-5011","APB4D.flitered","APB4D","EQMOLOGG"
"WKFSVXWI","J45430","1","ST","T0","B0","0120","ZX52KVK-4014","APB4D.flitered","APB4D","WKFSVXWI"
"TZCRQMOF","J45432","1","ST","T0","B0","0120","ZLYEM2C-03","APB4D.flitered","APB4D","TZCRQMOF"
"XWQORYRO","J45433","1","ST","T0","B0","0120","ZX52KVK-4013","APB4D.flitered","APB4D","XWQORYRO"
"YLFBCULS","J45436","1","ST","T0","B0","0120","ZJXC41N-04","APB4D.flitered","APB4D","YLFBCULS"
"XYXAMTCE","J45437","1","ST","T0","B0","0120","ZLTUJTN-07","APB4D.flitered","APB4D","XYXAMTCE"
"JWXCMBEB","J45446","1","ST","T0","B0","0120","ZL63I8R-05","APB4D.flitered","APB4D","JWXCMBEB"
"XBZXGUTO","J45449","1","ST","T0","B0","0120","ZJXC41N-03","APB4D.flitered","APB4D","XBZXGUTO"
"TNUCRXTL","J45452","1","ST","T0","B0","0120","ZL63I8R-07","APB4D.flitered","APB4D","TNUCRXTL"
"YJAYAEMN","J45455","1","ST","T0","B0","0120","ZLTUJTN-09","APB4D.flitered","APB4D","YJAYAEMN"
"LRAPGFHF","J45459","1","ST","T0","B0","0120","ZL9BTWF-10","APB4D.flitered","APB4D","LRAPGFHF"
"LHOWFDEF","J45460","1","ST","T0","B0","0120","ZL63I8R-1011","APB4D.flitered","APB4D","LHOWFDEF"
"MOAUKQJH","J45463","1","ST","T0","B0","0120","ZLTUJTN-06","APB4D.flitered","APB4D","MOAUKQJH"
"GHZUAVTF","J45467","1","ST","T0","B0","0120","ZVNCGHM-6034","APB4D.flitered","APB4D","GHZUAVTF"
"YRELDUTT","J45468","1","ST","T0","B0","0120","ZUL3S6O-6024","APB4D.flitered","APB4D","YRELDUTT"
"OUHCDSHY","J45469","1","ST","T0","B0","0120","ZN9YTFN-6023","APB4D.flitered","APB4D","OUHCDSHY"
"OKBKDODO","J45470","1","ST","T0","B0","0120","ZJTKAE3-6021","APB4D.flitered","APB4D","OKBKDODO"
"CWSQNFSA","J45471","1","ST","T0","B0","0120","ZVM4N7A-6012-AL1","AWBGH.flitered","AWBGH","CWSQNFSA"
"YZEZTSJW","J45472","1","ST","T0","B0","0120","ZVM4N7A-6015","AWBGH.flitered","AWBGH","YZEZTSJW"
"LNTNZCMA","J45474","1","ST","T0","B0","0120","ZTJ7L7Z-01","APA62.flitered","APA62","LNTNZCMA"
"BKPKNFNJ","J45475","1","ST","T0","B0","0120","ZJTKAE3-6012","APA62.flitered","APA62","BKPKNFNJ"
"FEAITKRK","J45476","1","ST","T0","B0","0120","ZL63I8R-11","APA62.flitered","APA62","FEAITKRK"
"IENNOGNW","J45477","1","ST","T0","B0","0120","ZSUQ08V-01","APA62.flitered","APA62","IENNOGNW"
"ZDBHDBGV","J45478","1","ST","T0","B0","0120","ZTL5S2Y-01","APA62.flitered","APA62","ZDBHDBGV"
"FUKQSKQH","J45479","1","ST","T0","B0","0120","ZVNCGHM-6035","APA62.flitered","APA62","FUKQSKQH"
"MXZOXWCX","J45480","1","ST","T0","B0","0120","ZN9YTFN-6026","APA62.flitered","APA62","MXZOXWCX"
"MKJGTZQF","J45481","1","ST","T0","B0","0120","ZJTKAE3-6014","APA62.flitered","APA62","MKJGTZQF"
"JGFMSIVU","J45482","1","ST","T0","B0","0120","ZVM4N7A-6016","APA62.flitered","APA62","JGFMSIVU"
"FUMPSPOM","J45483","1","ST","T0","B0","0120","ZW61YGW-04","APA62.flitered","APA62","FUMPSPOM"
"UBWDCWQJ","J45484","1","ST","T0","B0","0120","ZLPZS0H-10","APA62.flitered","APA62","UBWDCWQJ"
"SDLWBCZC","J45485","1","ST","T0","B0","0120","ZWLGEWL-04","APA62.flitered","APA62","SDLWBCZC"
"JSMVUZYI","J45486","1","ST","T0","B0","0120","ZVM4N7A-6011","AWBGH.flitered","AWBGH","JSMVUZYI"
"SFAGCRNY","J45487","1","ST","T0","B0","0120","ZTLIFAS-01","APA62.flitered","APA62","SFAGCRNY"
"JPMGGLRD","J45488","1","ST","T0","B0","0120","ZMWEIX1-6014","APA62.flitered","APA62","JPMGGLRD"
"ODVMTOPR","J45489","1","ST","T0","B0","0120","ZMWEIX1-6022","APA62.flitered","APA62","ODVMTOPR"
"JGZAPYKC","J45490","1","ST","T0","B0","0120","ZYU89T9-3012","APA62.flitered","APA62","JGZAPYKC"
"HQOFMVSD","J45491","1","ST","T0","B0","0120","ZMBVNFM-07","APA62.flitered","APA62","HQOFMVSD"
"UGAPJKGU","J45492","1","ST","T0","B0","0120","ZMWEIX1-6021","APA62.flitered","APA62","UGAPJKGU"
"SJABHHVJ","J45493","1","ST","T0","B0","0120","ZN9YTFN-6016","APA62.flitered","APA62","SJABHHVJ"
"OEPVGFCI","J45494","1","ST","T0","B0","0120","ZUL3S6O-6014","APA62.flitered","APA62","OEPVGFCI"
"WJXAQTEV","J45495","1","ST","T0","B0","0120","ZMWEIX1-6025","APA62.flitered","APA62","WJXAQTEV"
"GSOFMJJL","J45496","1","ST","T0","B0","0120","ZUC2YGO-1012","APA62.flitered","APA62","GSOFMJJL"
"MPTQPYAN","J45497","1","ST","T0","B0","0120","ZVNCGHM-6024","APA62.flitered","APA62","MPTQPYAN"
"IMVJZFBE","J45498","1","ST","T0","B0","0120","ZTXWLP3-02","APA62.flitered","APA62","IMVJZFBE"
"GZNNWERX","J45499","1","ST","T0","B0","0120","ZVNCGHM-6025","APA62.flitered","APA62","GZNNWERX"
"UVBLKVDC","J45500","1","ST","T0","B0","0120","ZUC2YGO-1014","APA62.flitered","APA62","UVBLKVDC"
"DSBBFWIF","J45501","1","ST","T0","B0","0120","ZJTKAE3-6023","APA62.flitered","APA62","DSBBFWIF"
"NCXBTDWP","J45502","1","ST","T0","B0","0120","ZTTL3YH-01","APA62.flitered","APA62","NCXBTDWP"
"EWAUKXSY","J45503","1","ST","T0","B0","0120","ZY39SN0-04","APA62.flitered","APA62","EWAUKXSY"
"IVMNEBCW","J45504","1","ST","T0","B0","0120","ZVNCGHM-6023","APA62.flitered","APA62","IVMNEBCW"
"STDEKZXU","J45505","1","ST","T0","B0","0120","ZUF48YS-02","APA62.flitered","APA62","STDEKZXU"
"IFRVMDGQ","J45506","1","ST","T0","B0","0120","ZTUO1AO-01","APA62.flitered","APA62","IFRVMDGQ"
